T0_Quota sicurezza [m s.l.m.];T0_Volume massimo [m^3];Tmax_Quota sicurezza [m s.l.m.];Tmax_Volume massimo [m^3];Tieri_Quota sicurezza [m s.l.m.];Tieri_Volume massimo [m^3]
;28.9;;27.1;;28.5
