T0_Quota sicurezza [m s.l.m.];T0_Volume massimo [m^3];Tmax_Quota sicurezza [m s.l.m.];Tmax_Volume massimo [m^3];Tieri_Quota sicurezza [m s.l.m.];Tieri_Volume massimo [m^3]
820.8;44.4;821.8;42.5;821.0;44.0
